Sample,Coal,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,SrO,BaO,Na2O,K2O,Total,sSiO2,sTiO2,sAl2O3,sFe2O3,sMnO,sMgO,sCaO,sSrO,sBaO,sNa2O,sK2O,sTotal,Si,Ti,Al,Fe3,Mn,Mg,Ca,Sr,Ba,Na,K,Sum,sSi,sTi,sAl,sFe3,sMn,sMg,sCa,sSr,sBa,sNa,sK,sTotal,An,Ab,Or,Cn,sAn,sAb,sOr,sCn
IS13-2,Y,63.28,0,18.64,0.24,0,0,0.17,0.1,1.2,3.11,12.99,99.73,0.21,0.03,0.11,0.06,0,0,0.02,0.04,0.08,0.08,0.14,0.31,2.947,0,1.023,0.008,0,0,0.008,0.003,0.022,0.281,0.772,5.064,0.01,0,0.011,0.004,0,0,0.002,0.002,0.003,0.015,0.016,0.03,0.008,0.259,0.713,0.02,0.002,0.011,0.011,0.003
IS13-2,Y,64.74,0,19,0.2,0,0,0.18,0,1.04,3.19,13.47,101.82,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.08,0.08,0.14,0.31,2.95,0,1.02,0.007,0,0,0.009,0,0.019,0.282,0.783,5.069,0.01,0,0.011,0.004,0,0,0.002,0,0.003,0.015,0.016,0.03,0.008,0.258,0.717,0.017,0.002,0.011,0.011,0.003
JC13-2,Y,65.29,0,18.9,0,0,0,0.07,0,0.3,3.72,12.69,100.97,0.21,0.02,0.11,0.07,0.05,0,0.02,0.05,0.06,0.09,0.14,0.31,2.97,0,1.013,0,0,0,0.003,0,0.005,0.328,0.736,5.056,0.009,0,0.011,0,0,0,0.002,0,0.002,0.016,0.016,0.03,0.003,0.306,0.686,0.005,0.002,0.011,0.011,0.002
JC13-2,Y,63.58,0,18.77,0.24,0,0,0.13,0.14,1.28,3.63,11.79,99.56,0.21,0.03,0.11,0.07,0.06,0.01,0.02,0.04,0.08,0.09,0.13,0.31,2.951,0,1.027,0.008,0,0,0.006,0.004,0.023,0.327,0.698,5.044,0.01,0,0.011,0.005,0,0,0.002,0.002,0.003,0.016,0.015,0.03,0.006,0.31,0.662,0.022,0.002,0.011,0.011,0.003
JC13-2,Y,65.69,0,19.01,0,0,0,0.08,0,0.53,3.83,12.34,101.48,0.21,0.03,0.11,0.06,0.04,0.01,0.02,0.04,0.06,0.09,0.13,0.31,2.971,0,1.013,0,0,0,0.004,0,0.009,0.336,0.712,5.046,0.009,0,0.011,0,0,0,0.002,0,0.002,0.016,0.015,0.03,0.004,0.317,0.671,0.009,0.002,0.011,0.011,0.002
JC13-2,Y,64.09,0,18.05,0,0,0,0.05,0,0.34,3.92,12.19,98.64,0.21,0.03,0.11,0.04,0.04,0,0.02,0.04,0.06,0.09,0.13,0.3,2.984,0,0.99,0,0,0,0.002,0,0.006,0.354,0.724,5.06,0.009,0,0.011,0,0,0,0.002,0,0.002,0.016,0.016,0.03,0.002,0.326,0.666,0.006,0.002,0.011,0.011,0.002
JC13-2,Y,64.33,0,18.54,0.17,0,0,0.1,0,0.48,3.95,12.08,99.65,0.21,0.05,0.11,0.06,0,0.02,0.02,0.03,0.06,0.09,0.13,0.31,2.967,0,1.008,0.006,0,0,0.005,0,0.009,0.353,0.711,5.058,0.01,0,0.011,0.004,0,0,0.002,0,0.002,0.016,0.015,0.03,0.005,0.328,0.66,0.008,0.002,0.011,0.011,0.002
JC13-2,Y,63.96,0,18.69,0,0.09,0,0.06,0,0.66,3.38,12.55,99.39,0.21,0.03,0.11,0.07,0.04,0.01,0.02,0.03,0.07,0.09,0.14,0.31,2.964,0,1.021,0,0.004,0,0.003,0,0.012,0.304,0.742,5.049,0.009,0,0.011,0,0.003,0,0.002,0,0.002,0.015,0.016,0.03,0.003,0.286,0.7,0.011,0.002,0.011,0.011,0.002
JC13-2,Y,64.73,0,18.44,0.12,0,0,0.08,0.11,0.43,4.07,11.86,99.84,0.21,0.02,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.09,0.13,0.31,2.976,0,0.999,0.004,0,0,0.004,0.003,0.008,0.363,0.695,5.052,0.01,0,0.011,0.004,0,0,0.002,0.002,0.002,0.016,0.015,0.03,0.004,0.339,0.65,0.007,0.002,0.011,0.011,0.002
JC13-2,Y,64.6,0,18.57,0,0,0,0.05,0,0.58,3.33,12.85,99.98,0.21,0.03,0.11,0.07,0.07,0,0.02,0.04,0.07,0.09,0.14,0.31,2.975,0,1.008,0,0,0,0.002,0,0.01,0.297,0.755,5.047,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.016,0.03,0.002,0.279,0.709,0.01,0.002,0.011,0.011,0.002
JC13-2,Y,64.63,0,18.58,0,0,0,0.07,0,0.49,3.87,12.4,100.04,0.21,0.02,0.11,0.06,0.05,0.01,0.02,0.04,0.06,0.09,0.13,0.31,2.971,0,1.007,0,0,0,0.003,0,0.009,0.345,0.727,5.062,0.009,0,0.011,0,0,0,0.002,0,0.002,0.016,0.016,0.03,0.003,0.318,0.671,0.008,0.002,0.011,0.011,0.002
JC13-2,Y,63.99,0,18.65,0,0,0,0.07,0,0.56,3.55,12.82,99.64,0.21,0.03,0.11,0.06,0,0.02,0.02,0.04,0.06,0.09,0.14,0.31,2.961,0,1.017,0,0,0,0.003,0,0.01,0.319,0.757,5.068,0.009,0,0.011,0,0,0,0.002,0,0.002,0.016,0.016,0.03,0.003,0.292,0.695,0.009,0.002,0.011,0.011,0.002
JC13-2,Y,65.46,0,19.24,0.37,0,0,0.1,0,0.26,4.05,12.3,101.78,0.21,0.03,0.11,0.07,0.05,0.02,0.02,0.04,0.06,0.09,0.13,0.31,2.953,0,1.023,0.013,0,0,0.005,0,0.005,0.354,0.708,5.06,0.01,0,0.011,0.005,0,0,0.002,0,0.002,0.016,0.015,0.03,0.005,0.331,0.661,0.004,0.002,0.011,0.011,0.002
JC13-2,Y,63.89,0,18.84,0,0,0,0.1,0,0.61,3.89,11.8,99.13,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.02,0.07,0.09,0.13,0.31,2.959,0,1.028,0,0,0,0.005,0,0.011,0.349,0.697,5.05,0.009,0,0.011,0,0,0,0.002,0,0.002,0.016,0.015,0.03,0.005,0.329,0.656,0.01,0.002,0.011,0.011,0.002
JC13-2,Y,64.83,0,18.6,0.17,0,0,0.11,0,0.83,3.64,12.38,100.56,0.21,0,0.11,0.06,0.04,0.02,0.02,0.04,0.07,0.09,0.13,0.31,2.97,0,1.004,0.006,0,0,0.005,0,0.015,0.323,0.724,5.048,0.01,0,0.011,0.004,0,0,0.002,0,0.003,0.016,0.015,0.03,0.005,0.303,0.678,0.014,0.002,0.011,0.011,0.003
JC13-2,Y,64.53,0,18.83,0.23,0.09,0,0.12,0.09,0.54,4.06,12.18,100.67,0.21,0.03,0.11,0.06,0.05,0,0.02,0.04,0.06,0.09,0.13,0.31,2.954,0,1.016,0.008,0.003,0,0.006,0.002,0.01,0.36,0.711,5.07,0.01,0,0.011,0.004,0.004,0,0.002,0.002,0.002,0.016,0.015,0.03,0.005,0.331,0.654,0.009,0.002,0.011,0.011,0.002
JC13-2,Y,65.15,0,18.55,0,0,0,0.13,0.09,0.63,3.62,11.99,100.16,0.21,0.03,0.11,0,0.05,0.01,0.02,0.04,0.07,0.09,0.13,0.3,2.984,0,1.001,0,0,0,0.006,0.002,0.011,0.321,0.7,5.027,0.009,0,0.011,0,0,0,0.002,0.002,0.002,0.015,0.015,0.03,0.006,0.309,0.674,0.011,0.002,0.011,0.011,0.002
JC13-3,X,64.02,0,19.33,0.24,0,0,0.17,0.13,0.58,3.98,11.59,100.04,0.21,0,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.09,0.13,0.31,2.94,0,1.046,0.008,0,0,0.008,0.003,0.01,0.354,0.679,5.05,0.01,0,0.011,0.004,0,0,0.002,0.002,0.002,0.016,0.015,0.03,0.008,0.337,0.645,0.01,0.002,0.011,0.011,0.002
JC13-3,X,63.46,0,18.87,0,0,0,0.14,0,0.4,3.13,12.51,98.51,0.21,0.03,0.11,0.05,0.04,0.02,0.02,0.04,0.06,0.08,0.13,0.3,2.959,0,1.037,0,0,0,0.007,0,0.007,0.283,0.744,5.036,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.016,0.03,0.007,0.272,0.715,0.007,0.002,0.011,0.011,0.002
JC13-3,X,63.49,0,19.04,0,0,0,0.1,0,0.51,3.81,12.42,99.37,0.21,0.03,0.11,0.06,0.04,0.02,0.02,0.03,0.07,0.09,0.13,0.31,2.943,0,1.04,0,0,0,0.005,0,0.009,0.342,0.734,5.075,0.009,0,0.011,0,0,0,0.002,0,0.002,0.016,0.015,0.03,0.005,0.314,0.673,0.008,0.002,0.011,0.011,0.002
JC13-3,X,64.79,0,18.86,0.12,0,0,0.15,0.08,0.61,3.81,11.93,100.35,0.21,0.04,0.11,0.05,0.04,0,0.02,0.04,0.07,0.09,0.13,0.3,2.965,0,1.017,0.004,0,0,0.007,0.002,0.011,0.338,0.696,5.041,0.009,0,0.011,0.004,0,0,0.002,0.002,0.002,0.016,0.015,0.03,0.007,0.321,0.662,0.01,0.002,0.011,0.011,0.002
JC13-3,X,64.64,0,19.07,0,0,0,0.15,0,0.92,3.61,12.47,100.86,0.21,0.03,0.11,0.05,0.04,0,0.02,0.04,0.08,0.09,0.13,0.31,2.956,0,1.028,0,0,0,0.007,0,0.016,0.32,0.727,5.054,0.009,0,0.011,0,0,0,0.002,0,0.003,0.015,0.015,0.03,0.007,0.299,0.679,0.015,0.002,0.011,0.011,0.003
JC13-3,X,64.23,0,19.33,0,0,0,0.17,0,0.78,3.52,12.38,100.41,0.21,0.04,0.11,0.08,0.04,0.01,0.02,0.04,0.07,0.09,0.13,0.31,2.946,0,1.045,0,0,0,0.008,0,0.014,0.313,0.724,5.05,0.009,0,0.011,0,0,0,0.002,0,0.003,0.015,0.015,0.03,0.008,0.295,0.684,0.013,0.002,0.011,0.011,0.003
JC13-3,X,64.01,0,19.11,0.16,0,0,0.2,0.09,0.53,3.76,11.93,99.79,0.21,0.03,0.11,0.06,0.05,0.02,0.03,0.04,0.07,0.09,0.13,0.31,2.948,0,1.037,0.006,0,0,0.01,0.002,0.01,0.336,0.701,5.049,0.01,0,0.011,0.004,0,0,0.003,0.002,0.002,0.016,0.015,0.03,0.009,0.318,0.664,0.009,0.003,0.011,0.011,0.002
JC13-3,X,65.06,0,19.4,0,0,0,0.14,0,0.48,3.88,11.83,100.79,0.21,0.04,0.11,0.06,0.05,0.02,0.03,0.04,0.06,0.09,0.13,0.31,2.956,0,1.039,0,0,0,0.007,0,0.009,0.342,0.686,5.038,0.009,0,0.011,0,0,0,0.002,0,0.002,0.016,0.015,0.03,0.007,0.328,0.658,0.008,0.002,0.011,0.011,0.002
JC13-3,X,65.01,0,19.25,0,0,0,0.16,0,0.5,3.46,12.35,100.73,0.21,0.04,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.09,0.13,0.31,2.961,0,1.033,0,0,0,0.008,0,0.009,0.306,0.718,5.034,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.015,0.03,0.008,0.294,0.69,0.009,0.002,0.011,0.011,0.002
JC13-3,X,65.15,0,19.15,0,0,0,0.14,0,0.51,4.04,12.23,101.22,0.21,0.03,0.11,0.06,0.05,0.02,0.02,0.04,0.07,0.09,0.13,0.31,2.958,0,1.025,0,0,0,0.007,0,0.009,0.356,0.708,5.062,0.009,0,0.011,0,0,0,0.002,0,0.002,0.016,0.015,0.03,0.006,0.329,0.656,0.008,0.002,0.011,0.011,0.002
JC13-3,X,65.04,0,18.72,0,0,0,0.13,0.1,0.59,3.5,12.14,100.22,0.21,0.02,0.11,0.06,0.05,0,0.02,0.04,0.07,0.09,0.13,0.31,2.978,0,1.01,0,0,0,0.006,0.003,0.011,0.311,0.709,5.027,0.009,0,0.011,0,0,0,0.002,0.002,0.002,0.015,0.015,0.03,0.006,0.3,0.684,0.01,0.002,0.011,0.011,0.002
JC13-3,X,64.88,0,19.31,0.2,0,0,0.12,0,0.78,3.65,12.14,101.08,0.21,0.03,0.11,0.06,0,0.01,0.02,0.04,0.07,0.09,0.13,0.31,2.952,0,1.035,0.007,0,0,0.006,0,0.014,0.322,0.705,5.04,0.009,0,0.011,0.004,0,0,0.002,0,0.003,0.015,0.015,0.03,0.006,0.308,0.673,0.013,0.002,0.011,0.011,0.003
JC13-3,X,64.48,0,19.17,0,0,0,0.13,0.08,0.97,3.47,11.88,100.18,0.21,0.02,0.11,0.05,0.05,0,0.02,0.04,0.08,0.09,0.13,0.31,2.959,0,1.037,0,0,0,0.006,0.002,0.017,0.309,0.695,5.025,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.015,0.015,0.03,0.006,0.3,0.676,0.017,0.002,0.011,0.011,0.003
JC13-3,X,63.96,0,19.24,0,0,0.02,0.17,0,0.41,3.85,11.51,99.16,0.21,0,0.11,0.06,0.05,0.01,0.02,0.04,0.06,0.09,0.13,0.3,2.951,0,1.046,0,0,0.001,0.008,0,0.007,0.344,0.677,5.037,0.009,0,0.011,0,0,0.001,0.002,0,0.002,0.016,0.015,0.03,0.008,0.332,0.653,0.007,0.002,0.011,0.011,0.002
JC13-3,X,65.37,0,19.22,0.22,0,0,0.13,0,0.39,3.68,12.38,101.39,0.21,0.03,0.11,0.06,0.04,0,0.02,0.03,0.06,0.09,0.13,0.3,2.959,0,1.025,0.007,0,0,0.006,0,0.007,0.323,0.715,5.043,0.009,0,0.011,0.004,0,0,0.002,0,0.002,0.015,0.015,0.03,0.006,0.307,0.68,0.007,0.002,0.011,0.011,0.002
JC13-3,X,65.49,0,19.39,0,0,0,0.14,0.08,0.6,4.13,11.68,101.51,0.21,0.05,0.11,0.06,0.04,0.01,0.02,0.04,0.07,0.09,0.13,0.31,2.958,0,1.032,0,0,0,0.007,0.002,0.011,0.362,0.673,5.044,0.009,0,0.011,0,0,0,0.002,0.002,0.002,0.016,0.015,0.03,0.006,0.344,0.64,0.01,0.002,0.011,0.011,0.002
JC13-3,X,63.66,0,19.19,0.22,0,0,0.22,0.21,1.75,3.49,11.53,100.27,0.21,0.03,0.11,0.06,0.04,0.01,0.03,0.04,0.09,0.09,0.13,0.31,2.939,0,1.044,0.008,0,0,0.011,0.006,0.032,0.312,0.679,5.031,0.01,0,0.011,0.004,0,0,0.003,0.002,0.003,0.015,0.015,0.03,0.011,0.302,0.657,0.031,0.003,0.011,0.011,0.003
JC13-3,X,64.76,0,19,0,0,0,0.08,0,0.6,3.36,12.44,100.24,0.21,0.02,0.11,0.08,0.05,0,0.02,0.03,0.07,0.09,0.13,0.31,2.967,0,1.026,0,0,0,0.004,0,0.011,0.298,0.727,5.033,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.015,0.03,0.004,0.287,0.699,0.01,0.002,0.011,0.011,0.002
JC13-3,X,63.82,0,19.09,0.12,0,0,0.14,0,0.88,3.47,12.03,99.55,0.21,0.03,0.11,0.06,0.05,0.02,0.02,0.03,0.08,0.09,0.13,0.31,2.95,0,1.04,0.004,0,0,0.007,0,0.016,0.311,0.709,5.038,0.01,0,0.011,0.004,0,0,0.002,0,0.003,0.015,0.015,0.03,0.007,0.298,0.68,0.015,0.002,0.011,0.011,0.003
JC13-3,X,64.86,0,19.3,0,0,0,0.08,0,0.44,4.08,12.08,100.84,0.21,0.03,0.11,0.06,0.07,0.01,0.02,0.03,0.07,0.09,0.13,0.31,2.952,0,1.035,0,0,0,0.004,0,0.008,0.36,0.701,5.061,0.009,0,0.011,0,0,0,0.002,0,0.002,0.016,0.015,0.03,0.004,0.335,0.654,0.007,0.002,0.011,0.011,0.002
JC13-3,X,64.46,0,18.81,0,0,0,0.19,0,0.92,3.89,12.22,100.49,0.21,0.03,0.11,0.05,0.05,0.02,0.02,0.05,0.08,0.09,0.13,0.31,2.959,0,1.017,0,0,0,0.009,0,0.017,0.346,0.715,5.063,0.009,0,0.011,0,0,0,0.002,0,0.003,0.016,0.015,0.03,0.009,0.318,0.658,0.015,0.002,0.011,0.011,0.003
JC13-4,Y,63.81,0,18.75,0,0,0,0.16,0,0.97,3.26,12.3,99.25,0.21,0,0.11,0.05,0.05,0.01,0.03,0.04,0.07,0.08,0.13,0.31,2.962,0,1.026,0,0,0,0.008,0,0.018,0.293,0.728,5.036,0.009,0,0.011,0,0,0,0.003,0,0.003,0.015,0.016,0.03,0.008,0.28,0.695,0.017,0.003,0.011,0.011,0.003
JC13-4,Y,65.41,0,18.5,0,0,0,0.13,0,0.64,2.97,13.22,100.87,0.21,0.03,0.11,0.05,0.06,0.02,0.02,0.03,0.07,0.08,0.14,0.31,2.986,0,0.995,0,0,0,0.006,0,0.011,0.263,0.77,5.032,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.016,0.03,0.006,0.25,0.733,0.011,0.002,0.011,0.011,0.002
JC13-4,Y,65.03,0,18.93,0.13,0,0,0.14,0,0.6,3.47,13.15,101.45,0.21,0.02,0.11,0.05,0.03,0.02,0.02,0,0.06,0.09,0.14,0.3,2.959,0,1.015,0.004,0,0,0.007,0,0.011,0.306,0.763,5.066,0.009,0,0.011,0.003,0,0,0.002,0,0.002,0.015,0.016,0.03,0.006,0.282,0.702,0.01,0.002,0.011,0.011,0.002
JC13-4,Y,64.58,0,19.74,0.14,0.15,0,0.29,0.27,1.53,3.34,11.63,101.67,0.21,0.03,0.11,0.05,0.04,0.02,0.03,0.04,0.09,0.09,0.13,0.31,2.934,0,1.057,0.005,0.006,0,0.014,0.007,0.027,0.294,0.674,5.019,0.01,0,0.011,0.004,0.003,0,0.003,0.002,0.003,0.015,0.015,0.03,0.014,0.291,0.668,0.027,0.003,0.011,0.011,0.003
JC13-4,Y,65.6,0,18.61,0,0,0,0.15,0,0.75,3.23,12.58,100.92,0.21,0.02,0.11,0.05,0.05,0,0.02,0.04,0.07,0.08,0.14,0.31,2.987,0,0.999,0,0,0,0.007,0,0.013,0.285,0.731,5.022,0.009,0,0.011,0,0,0,0.002,0,0.003,0.015,0.016,0.03,0.007,0.275,0.705,0.013,0.002,0.011,0.011,0.003
JC13-4,Y,64.55,0,19.24,0.21,0,0,0.12,0.11,0.91,3.3,12.56,101,0.21,0.03,0.11,0.05,0.04,0.01,0.02,0.04,0.08,0.09,0.14,0.31,2.949,0,1.036,0.007,0,0,0.006,0.003,0.016,0.292,0.732,5.042,0.009,0,0.011,0.004,0,0,0.002,0.002,0.003,0.015,0.016,0.03,0.006,0.279,0.699,0.016,0.002,0.011,0.011,0.003
JC13-4,Y,64.31,0,18.97,0,0.16,0,0.19,0,1.42,3.22,12.38,100.65,0.21,0.03,0.11,0,0.04,0.01,0.03,0.04,0.08,0.08,0.13,0.31,2.956,0,1.027,0,0.006,0,0.009,0,0.026,0.287,0.726,5.037,0.009,0,0.011,0,0.003,0,0.003,0,0.003,0.015,0.016,0.03,0.009,0.274,0.693,0.024,0.003,0.011,0.011,0.003
JC13-4,Y,64.47,0,19.21,0.19,0,0,0.14,0.08,0.98,3.25,12.25,100.57,0.21,0.05,0.11,0.06,0.04,0.01,0.02,0.04,0.07,0.08,0.13,0.31,2.953,0,1.037,0.007,0,0,0.007,0.002,0.018,0.289,0.716,5.027,0.01,0,0.011,0.004,0,0,0.002,0.002,0.003,0.015,0.015,0.03,0.007,0.281,0.696,0.017,0.002,0.011,0.011,0.003
JC13-4,Y,64.61,0,19.09,0,0,0,0.21,0,0.56,3.58,12.67,100.72,0.21,0.02,0.11,0.05,0.03,0.01,0.02,0.04,0.07,0.09,0.14,0.31,2.954,0,1.029,0,0,0,0.01,0,0.01,0.317,0.739,5.06,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.016,0.03,0.01,0.295,0.686,0.009,0.002,0.011,0.011,0.002
JC13-4,Y,64.48,0,19.05,0.15,0,0,0.12,0,0.48,3.43,13.1,100.81,0.21,0.03,0.11,0.05,0.04,0.01,0.02,0.03,0.06,0.09,0.14,0.31,2.951,0,1.027,0.005,0,0,0.006,0,0.009,0.304,0.765,5.067,0.009,0,0.011,0.003,0,0,0.002,0,0.002,0.015,0.016,0.03,0.005,0.281,0.706,0.008,0.002,0.011,0.011,0.002
JC13-4,Y,64.65,0,18.87,0,0,0,0.12,0,0.76,3.19,12.96,100.55,0.21,0.03,0.11,0.06,0.03,0.02,0.02,0.05,0.07,0.08,0.14,0.31,2.965,0,1.02,0,0,0,0.006,0,0.014,0.284,0.758,5.046,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.016,0.03,0.006,0.267,0.714,0.013,0.002,0.011,0.011,0.002
JC13-4,Y,65,0,18.57,0.49,0.08,0,0.1,0,0.43,3.02,12.77,100.46,0.21,0.03,0.11,0.06,0.04,0,0.02,0.03,0.06,0.08,0.14,0.31,2.975,0,1.002,0.017,0.003,0,0.005,0,0.008,0.268,0.746,5.023,0.01,0,0.011,0.004,0.003,0,0.002,0,0.002,0.014,0.016,0.03,0.005,0.261,0.727,0.008,0.002,0.011,0.011,0.002
JC13-4,Y,64.71,0,19.04,0,0,0,0.11,0.1,0.98,3.06,12.34,100.34,0.21,0.03,0.11,0.05,0.05,0.01,0.02,0.04,0.08,0.08,0.13,0.31,2.967,0,1.029,0,0,0,0.005,0.003,0.018,0.272,0.722,5.015,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.015,0.015,0.03,0.005,0.268,0.71,0.017,0.002,0.012,0.012,0.003
JC13-4,Y,65.43,0,19.16,0,0,0,0.11,0,0.55,3.34,12.85,101.44,0.21,0.03,0.11,0.05,0.03,0,0.02,0.03,0.06,0.09,0.14,0.31,2.966,0,1.023,0,0,0,0.005,0,0.01,0.294,0.743,5.041,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.016,0.03,0.005,0.279,0.707,0.009,0.002,0.011,0.011,0.002
JC13-4,Y,65.42,0,19.22,0,0,0,0.18,0,0.56,3.28,12.69,101.35,0.21,0.03,0.11,0.06,0.04,0.01,0.02,0.04,0.07,0.08,0.14,0.31,2.965,0,1.027,0,0,0,0.009,0,0.01,0.288,0.734,5.032,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.016,0.03,0.008,0.277,0.705,0.01,0.002,0.011,0.011,0.002
JC13-4,Y,64.46,0,19.1,0,0,0,0.15,0.1,0.84,3.32,12.42,100.39,0.21,0.03,0.11,0.07,0.04,0,0.02,0.04,0.07,0.09,0.13,0.31,2.957,0,1.033,0,0,0,0.007,0.003,0.015,0.295,0.727,5.037,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.015,0.016,0.03,0.007,0.283,0.696,0.014,0.002,0.011,0.011,0.003
JC13-4,Y,64.8,0,19.28,0,0.09,0,0.13,0,0.45,3.25,12.76,100.76,0.21,0.03,0.11,0.05,0.04,0,0.02,0.04,0.06,0.08,0.14,0.31,2.956,0,1.037,0,0.003,0,0.006,0,0.008,0.287,0.743,5.041,0.009,0,0.011,0,0.003,0,0.002,0,0.002,0.015,0.016,0.03,0.006,0.275,0.711,0.008,0.002,0.011,0.011,0.002
JC13-4,Y,64.88,0,19.02,0,0,0,0.16,0,0.63,3.46,12.58,100.73,0.21,0.03,0.11,0.05,0.04,0.01,0.02,0.03,0.07,0.09,0.14,0.31,2.963,0,1.024,0,0,0,0.008,0,0.011,0.306,0.733,5.045,0.009,0,0.011,0,0,0,0.002,0,0.002,0.015,0.016,0.03,0.007,0.289,0.692,0.011,0.002,0.011,0.011,0.002
JC13-4,Y,65.11,0,19.18,0.11,0,0,0.13,0,0.45,3.52,12.67,101.17,0.21,0.02,0.11,0.05,0.04,0,0.02,0.03,0.06,0.09,0.14,0.3,2.959,0,1.027,0.004,0,0,0.006,0,0.008,0.31,0.734,5.048,0.009,0,0.011,0.004,0,0,0.002,0,0.002,0.015,0.016,0.03,0.006,0.293,0.694,0.008,0.002,0.011,0.011,0.002
JT11-1,MCZl,63.94,0.06,19.84,0.27,0,0,0.32,0.24,1.92,3.81,10.32,100.72,0.21,0.03,0.11,0.08,0.1,0.01,0.03,0.04,0.1,0.09,0.12,0.33,2.925,0.002,1.07,0.009,0,0,0.016,0.006,0.034,0.338,0.602,5.003,0.01,0.002,0.011,0.005,0,0,0.003,0.002,0.004,0.016,0.014,0.03,0.016,0.341,0.608,0.035,0.003,0.012,0.012,0.004
JT11-1,MCZl,65.02,0,19.78,0,0,0,0.33,0.16,1.69,3.84,10.26,101.08,0.21,0.03,0.11,0.08,0.09,0.02,0.03,0.04,0.1,0.09,0.12,0.33,2.949,0,1.057,0,0,0,0.016,0.004,0.03,0.338,0.594,4.988,0.009,0,0.011,0,0,0,0.003,0.002,0.003,0.015,0.014,0.03,0.016,0.345,0.607,0.031,0.003,0.011,0.011,0.003
JT11-1,MCZl,65.31,0.09,19.82,0.32,0,0,0.31,0.14,0.81,3.75,10.09,100.64,0.21,0.03,0.11,0.07,0.09,0.01,0.03,0.04,0.08,0.09,0.12,0.32,2.953,0.003,1.056,0.011,0,0,0.015,0.004,0.014,0.329,0.582,4.966,0.01,0.002,0.011,0.005,0,0,0.003,0.002,0.003,0.015,0.014,0.03,0.016,0.35,0.619,0.015,0.003,0.012,0.012,0.003
JT11-1,MCZl,63.14,0,19.27,0.17,0,0,0.09,0,1.2,2.39,12.46,98.72,0.21,0.02,0.11,0.07,0.08,0.02,0.02,0.04,0.08,0.07,0.13,0.32,2.948,0,1.06,0.006,0,0,0.005,0,0.022,0.216,0.742,4.998,0.01,0,0.011,0.005,0,0,0.002,0,0.003,0.013,0.016,0.03,0.005,0.22,0.753,0.022,0.002,0.011,0.011,0.003
JT11-1,MCZl,64.11,0,19.96,0.2,0.18,0,0.32,0.33,0.69,3.45,11.6,100.84,0.21,0.03,0.11,0.06,0.08,0.01,0.03,0.04,0.08,0.08,0.13,0.32,2.924,0,1.073,0.007,0.007,0,0.016,0.009,0.012,0.305,0.675,5.027,0.01,0,0.011,0.004,0.006,0,0.003,0.002,0.003,0.015,0.015,0.03,0.016,0.303,0.67,0.012,0.003,0.011,0.011,0.003
JT11-1,MCZl,63.77,0.06,19.65,0.14,0,0,0.43,0.27,1.14,5.09,9.35,99.9,0.21,0.03,0.11,0.07,0.09,0.01,0.03,0.04,0.09,0.1,0.11,0.32,2.924,0.002,1.062,0.005,0,0,0.021,0.007,0.02,0.452,0.547,5.04,0.01,0.002,0.011,0.005,0,0,0.003,0.002,0.003,0.018,0.013,0.03,0.02,0.435,0.525,0.02,0.003,0.011,0.011,0.003
JT11-1,MCZl,64.32,0,19.03,0.24,0,0,0.13,0.16,0.18,3.94,11.59,99.59,0.21,0.04,0.11,0.07,0.08,0.01,0.02,0.04,0.06,0.09,0.13,0.32,2.956,0,1.031,0.008,0,0,0.006,0.004,0.003,0.351,0.679,5.04,0.01,0,0.011,0.005,0,0,0.002,0.002,0.002,0.016,0.015,0.03,0.006,0.338,0.653,0.003,0.002,0.011,0.011,0.002
JT11-1,MCZl,63.1,0,19.68,0.19,0,0,0.16,0,0.18,3.92,11.36,98.59,0.21,0,0.11,0.07,0,0,0.03,0.03,0.06,0.09,0.13,0.3,2.927,0,1.076,0.007,0,0,0.008,0,0.003,0.352,0.672,5.045,0.01,0,0.011,0.005,0,0,0.002,0,0.002,0.016,0.015,0.03,0.008,0.34,0.649,0.003,0.002,0.011,0.011,0.002
JT11-1,MCZl,63.71,0.07,18.99,0,0,0,0.06,0,0.62,0.76,14.17,98.38,0.21,0.03,0.11,0.06,0.07,0.01,0.02,0.07,0.07,0.04,0.14,0.31,2.978,0.002,1.046,0,0,0,0.003,0,0.011,0.069,0.845,4.954,0.009,0.002,0.011,0,0,0,0.002,0,0.003,0.008,0.017,0.02,0.003,0.074,0.91,0.012,0.002,0.008,0.009,0.003
